,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
622,0.0979,0.0801,-19.643,0.0458,0.941,0.431,0.115,0.0608,75.314,7nGA1sRfLDWXYb3VPstnZf,192420
623,0.289,0.0115,-29.475,0.0367,0.981,0.949,0.0841,0.0479,83.284,22Y5vvWLZ38ipJiOGgdFqI,212000
624,0.414,0.1,-18.42,0.031,0.972,0.902,0.109,0.106,95.075,53sR7EKIy3Yc2a3xPXMz9h,160089
625,0.319,0.0553,-27.051,0.0442,0.976,0.927,0.114,0.146,96.82,5UhNUgVvEDNY7FBYo5f7QJ,178787
626,0.358,0.167,-16.0,0.0354,0.899,0.96,0.103,0.601,144.561,2oLjhx7w8Hyd3gry9cCXr7,138707
627,0.245,0.0562,-21.374,0.048,0.987,0.849,0.0793,0.153,93.484,6mJU2BSVEm03xuNQeu0aIr,180442
628,0.187,0.109,-21.143,0.048,0.938,0.867,0.124,0.0501,139.128,1G2mAZQL8xfy9wRqC6fY6K,147093
629,0.221,0.0777,-21.479,0.036,0.994,0.88,0.0732,0.0613,81.861,0sT2JzH3c7U3kwk4PEMf7p,248107
630,0.209,0.0152,-32.064,0.0573,0.996,0.961,0.0894,0.149,84.292,536wHI10jgntsG8BaeiIog,73000
631,0.149,0.0904,-20.34,0.0426,0.892,0.0395,0.0833,0.0292,103.453,6GewKupuOJzW9LoRs0w2dI,218639
632,0.162,0.0682,-21.254,0.0393,0.989,0.475,0.116,0.0358,144.568,2TOUdZaG9w8pbGVoH0GohP,228013
633,0.489,0.0141,-23.312,0.0453,0.994,0.898,0.109,0.272,127.461,3SokfTeWt84ZeUenQUPzAX,194667
634,0.273,0.00516,-27.926,0.0397,0.994,0.9,0.0955,0.136,91.405,73cFlYu63RLX1qn9qzMXiJ,176187
635,0.13,0.086,-21.92,0.0373,0.932,0.912,0.108,0.0375,90.223,3Sy6wgTNEp6vSgLs4EyXAf,391160
636,0.176,0.006,-42.238,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,4wudbbceOZKjRlhTtbHvAs,636000
637,0.57,0.545,-8.022,0.262,0.293,1.15e-05,0.104,0.587,130.044,0SOgdDDCI704FegadgOfc1,182769
638,0.852,0.705,-6.213,0.118,0.501,2.36e-05,0.109,0.809,105.97,5bx4stZRInFwFz40fHDa7h,165283
639,0.648,0.733,-5.359,0.155,0.103,0.0,0.0652,0.836,174.849,2Gd0oV24QsH0zb9nKFx7s5,165253
640,0.816,0.775,-3.323,0.234,0.16,0.00031,0.0543,0.527,93.431,503OTo2dSqe7qk76rgsbep,270587
641,0.665,0.91,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099,0trHOzAhNpGCsGBEu7dOJo,293973
642,0.801,0.91,-6.566,0.225,0.00239,0.000891,0.0737,0.805,87.277,5g9lS8deSIxItFBmZRC4vN,278387
643,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.386,79.975,1DIXPcTDzTj8ZMHt3PDt8p,240693
644,0.668,0.824,-4.164,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,3CpoeW0cZSDzIRv5z34F87,339547
645,0.772,0.821,-0.14,0.25,0.223,0.0,0.148,0.77,91.921,1SWVDBtw6h3tm9OehOkDhv,244200
646,0.763,0.786,-6.472,0.229,0.0146,0.0114,0.0817,0.504,93.857,33ZXjLCpiINn8eQIDYEPTD,325507
647,0.747,0.52,-10.523,0.0357,0.0977,0.0537,0.142,0.601,92.869,2Ih217RCGAmyQR68Nn7Cqo,232773
648,0.479,0.549,-10.551,0.373,0.57,0.0235,0.127,0.576,180.985,119c93MHjrDLJTApCVGpvx,252187
649,0.831,0.682,-5.697,0.238,0.256,0.0,0.494,0.6,91.771,2KFg8kjYy0rYjWsXGhEQHN,319360
650,0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012,4PmMVdIFpJTB9WQbmILf4p,235533
651,0.879,0.564,-7.682,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,5PQmSHzWnlgG4EBuIqjac2,282373
652,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02,5A6OHHy73AR5tLxgTc98zz,217667
653,0.66,0.789,-5.143,0.364,0.0527,0.0,0.341,0.513,182.218,6da04YB906XonC6IQNC44u,199333
654,0.831,0.59,-3.877,0.359,0.318,0.0,0.101,0.752,89.619,4opGTspdCCVK9IG1b4k8yp,206693
655,0.683,0.59,-5.423,0.458,0.326,0.0,0.148,0.653,100.892,5880eYQmXx3c3oD22IljIt,224107
656,0.858,0.583,-10.921,0.218,0.323,1.08e-06,0.113,0.755,95.285,4uIKHABS2ixy0AW0Y31rj4,248867
657,0.817,0.552,-10.8,0.385,0.0318,7.01e-06,0.826,0.808,102.011,1Sgj10byiGzPpI2IrXSFEn,291067
658,0.683,0.74,-6.041,0.0462,0.00228,0.0,0.238,0.65,129.515,7qHAjAL7CpadaZLamuBZRm,281773
659,0.612,0.85,-4.703,0.5,0.0393,0.0,0.255,0.781,173.497,1Z7C8ClE8UEaH70jCCeJH2,204027
660,0.69,0.729,-5.819,0.221,1.7e-05,0.0431,0.152,0.357,91.376,2CPturRUlpvirYr7VpkXCV,202107
661,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,7lQ8MOhq6IN2w8EYcFNSUk,290320
662,0.575,0.927,-5.511,0.395,0.0383,0.0,0.0623,0.473,105.567,4wEbikMfcSFAukCbbL06si,313547
663,0.836,0.484,-7.332,0.327,0.0454,0.0,0.0557,0.839,95.941,2p9sprAX27D6U5cuSE9NsM,222933
664,0.669,0.821,-4.37,0.29,0.00182,0.0,0.147,0.684,94.895,5Tbpp3OLLClPJF8t1DmrFD,237573
665,0.843,0.7,-3.249,0.26,0.127,0.0,0.876,0.675,95.05,65iyI1iybyv5ecsfBHSdUf,293053
666,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,4Li2WHPkuyCdtmokzW2007,219333
667,0.926,0.666,-5.314,0.244,0.0611,0.0,0.123,0.168,127.079,0M9ydKzuF3oZTfYYPfaGX1,343150
668,0.901,0.697,-3.439,0.28,0.145,0.0,0.287,0.67,93.941,7KwZNVEaqikRSBSpyhXK2j,229827
669,0.918,0.734,-2.832,0.269,0.0296,8.01e-06,0.191,0.608,97.044,2vfvGlqCB7oertO5VLE0sz,230693
670,0.716,0.485,-7.745,0.404,0.123,2.69e-05,0.604,0.26,74.132,3VYzbU22BooAROigHHwycs,313787
671,0.918,0.586,-2.89,0.133,0.0783,0.0,0.145,0.779,95.517,7lgvU7WnwcNZ8dbGUz8yhP,288200
672,0.924,0.74,-1.299,0.0774,0.0827,0.0,0.163,0.621,133.974,7iXF2W9vKmDoGAhlHdpyIa,222293
673,0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,2g8HN35AnVGIk7B8yMucww,252747
674,0.798,0.744,-5.328,0.136,0.33,0.000106,0.292,0.794,82.356,2qOm7ukLyHUXWyR4ZWLwxA,260000
675,0.598,0.732,-7.013,0.425,0.144,0.0,0.508,0.595,172.329,0XRbYXQUymj9SJkrr8YK5B,262507
676,0.696,0.636,-6.915,0.335,0.158,1.28e-05,0.338,0.358,81.593,6sCtddSFg3foJn4K2pIhfQ,309800
677,0.538,0.675,-2.3,0.335,0.245,0.0,0.362,0.519,78.985,3ORfa5ilEthp2U0TRcv7kv,288880
678,0.721,0.662,-8.136,0.403,0.0888,0.0,0.178,0.68,94.191,1xIxMz1sNQ4b6svH1GuTtF,285947
679,0.814,0.481,-5.183,0.245,0.097,3.83e-05,0.0495,0.193,96.252,3ABG1UQTk0eLYUAeWkmfMi,161400
680,0.769,0.818,-1.385,0.192,0.263,0.0,0.0787,0.918,88.017,4E5IFAXCob6QqZaJMTw5YN,240800
681,0.855,0.954,-1.19,0.264,0.529,0.0,0.205,0.668,114.635,7Ie9W94M7OjPoZVV216Xus,248133
682,0.88,0.814,-6.307,0.14,0.168,0.00672,0.0584,0.942,138.083,7m97yKVzPpXV9Z4ezEziOD,283067
683,0.723,0.732,-5.514,0.0864,0.11,0.0,0.484,0.503,104.991,3i1B1PnsfnOQPGVIzhf1lr,199747
684,0.841,0.738,-5.325,0.3,0.102,0.0235,0.0901,0.305,93.725,2bXI4Rbw1D7aVeHWLjn1Lb,255893
685,0.762,0.838,-3.701,0.0963,0.033,0.0,0.0623,0.73,92.482,2S2x5N5VJNn7vqYukvoFFC,287547
686,0.502,0.652,-7.224,0.3,0.0848,0.0,0.0675,0.648,136.08,3hQCHzkE5oSA3F1xM8bpcM,254093
687,0.757,0.91,-3.953,0.0524,0.105,0.0,0.387,0.686,119.04,4kSDi21MeOoSvpZs6MveI9,189773
688,0.707,0.86,-2.935,0.191,0.103,0.0,0.0989,0.922,152.026,7eBpUuPnDTfbeP1P4P93CS,204467
689,0.543,0.947,-1.785,0.0861,0.00106,2.07e-06,0.135,0.555,172.941,62DuGCeDO3gfVkKe0gBM9m,230733
690,0.804,0.771,-4.067,0.0433,0.357,3.07e-06,0.108,0.739,126.956,65FftemJ1DbbZ45DUfHJXE,212253
691,0.732,0.937,-2.812,0.053,0.0477,1.06e-05,0.17,0.766,89.043,60Oo6tKR0ckwZsRr95NrjL,202800
692,0.712,0.893,-3.995,0.0851,0.00788,0.0,0.169,0.828,125.022,0rhI6gvOeCKA502RdJAbfs,186571
693,0.644,0.945,-2.436,0.123,0.0204,0.000133,0.328,0.759,149.986,70yszWsLJvNZuZwaHNMROf,196827
694,0.749,0.781,-3.265,0.0578,0.392,2.12e-06,0.086,0.606,125.09,5NcLyVjUgG0yfwHgr5t81w,180320
695,0.556,0.745,-5.607,0.118,0.168,0.0,0.236,0.585,160.01,0S2GNnqAHC96zqB8ZIcxg4,209400
696,0.882,0.797,-3.299,0.0819,0.0821,0.0,0.113,0.824,105.025,4fsQ0K37TOXa3hEQfjEic1,184444
697,0.814,0.641,-5.957,0.111,0.027,0.0,0.0993,0.183,133.854,3r8RuvgbX9s7ammBn07D3W,185507
698,0.726,0.91,-1.948,0.179,0.0413,7.81e-06,0.479,0.648,135.966,6NnCWIWV740gP7DQ8kqdIE,178453
699,0.78,0.683,-5.319,0.0575,0.0801,0.0,0.22,0.608,100.049,61AZsmFB3VoJdmraMk5ZSn,175776
700,0.442,0.748,-4.718,0.0895,0.0272,0.000128,0.0642,0.408,99.981,0ra3bPUOj2YnY4FJHXtgHZ,165135
701,0.632,0.849,-1.462,0.0408,0.0309,0.000142,0.182,0.393,142.959,0mlxHb4jbPr1PUBUv0WHRS,232813
702,0.753,0.845,-2.751,0.121,0.00629,0.0,0.317,0.413,90.002,2KwOuFfwQyT9mZqjvchd81,221493
703,0.399,0.706,-5.033,0.372,0.211,2.07e-06,0.132,0.538,203.187,4DxEb2Pk4KAAFqqD241whz,199040
704,0.593,0.935,-3.43,0.225,0.268,0.0,0.286,0.783,99.976,0a4MMyCrzT0En247IhqZbD,179027
705,0.68,0.922,-1.215,0.121,0.103,0.0,0.0877,0.799,125.014,2gYj9lubBorOPIVWsTXugG,176973
706,0.79,0.838,-3.183,0.0501,0.332,7.07e-06,0.357,0.738,98.966,7ixVW7RobslvMrvlzHYLha,182453
707,0.65,0.964,-1.329,0.0348,0.0538,0.0,0.245,0.836,120.008,27bIik73QCu8Xzt3xpG1bI,217067
708,0.736,0.879,-4.359,0.186,0.0592,0.0,0.339,0.574,129.947,1F6qqwgyBjcIMzen8RrOXQ,183120
709,0.813,0.657,-6.447,0.0372,0.00269,0.0,0.183,0.651,110.053,6tCd8bPvYnceDG7W9M1RMk,175889
710,0.556,0.798,-3.331,0.254,0.0848,0.0,0.33,0.628,131.096,1QpwvWMQGdOgA8MXXfgs4H,165747
711,0.811,0.648,-3.684,0.0368,0.236,0.0,0.0761,0.695,104.988,2pIUpMhHL6L9Z5lnKxJJr9,180067
712,0.482,0.884,-4.538,0.0668,0.000677,0.000575,0.0883,0.377,171.915,5cTnKClHyczcUhFT8MKBZe,197026
713,0.863,0.62,-7.167,0.135,0.0508,0.00324,0.129,0.432,103.971,296nXCOv97WJNRWzIBQnoj,168437
714,0.703,0.709,-4.169,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,0Q5VnK2DYzRyfqQRJuUtvi,177187
715,0.772,0.907,-2.438,0.124,0.136,0.0,0.334,0.783,119.973,0RDqNCRBGrSegk16Avfzuq,177467
716,0.474,0.901,-1.22,0.254,0.00513,0.0,0.343,0.404,176.083,2RqjrPwWWk6MOo6YzqYJ6U,197347
717,0.75,0.718,-2.817,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,5uFqjHOo3Sh0bVPCKf3DdH,195053
718,0.872,0.546,-6.183,0.184,0.23,2.68e-06,0.137,0.533,109.923,6Uvj0I6nDoxTmIZQwOZqvQ,224000
719,0.748,0.775,-1.884,0.0343,0.0751,0.0,0.101,0.722,98.944,3H1B6KuqXvRCBNrln32Bpa,205284
720,0.812,0.89,-2.661,0.209,0.0961,0.0,0.0222,0.69,100.006,3O8G8eVrhfXTGttyQ1xVuq,191965
721,0.718,0.752,-3.425,0.0338,0.0481,0.0,0.124,0.81,98.994,7n21DchMhEHga46iMecQHW,177307
722,0.809,0.731,-1.455,0.0447,0.0734,0.0,0.0822,0.614,99.957,7EP9G7AIKrywWGdYsYZzGv,168053
723,0.914,0.805,-3.339,0.132,0.0894,2.57e-06,0.0668,0.349,105.003,11BLMmPoTgKEi4XBDxdpYN,213071
724,0.486,0.766,-5.821,0.0938,0.0282,0.0,0.123,0.417,154.992,1AZjCZSGEjlxUufFQwSszF,273500
725,0.645,0.864,-2.065,0.0538,0.0486,0.0,0.0491,0.673,149.949,4LJgBT9yo0beHlaBesCFEv,216440
726,0.713,0.806,-2.562,0.11,0.143,0.0,0.21,0.702,110.01,5QYXBAiagfRIwzlouAnJXQ,216680
727,0.475,0.695,-5.919,0.102,0.0159,0.0,0.125,0.552,100.009,1HsSIPLTQT354yJcQGfEY3,191038
728,0.71,0.879,-4.218,0.0422,0.158,0.00142,0.439,0.341,114.993,1RDvyOk4WtPCtoqciJwVn8,201391
729,0.653,0.575,-5.432,0.0571,0.0315,0.0,0.0764,0.528,135.015,1ex8euBuzVyqjThnYfwY2k,181433
730,0.775,0.865,-2.015,0.307,0.0453,0.0,0.261,0.663,175.12,5mdWIwsJAzR97ShGkt8gcR,147427
731,0.836,0.903,-4.249,0.105,0.0318,0.0,0.0688,0.882,128.009,34y2pV3RGFiCHSP12bNHVk,223373
732,0.766,0.651,-3.546,0.0952,0.211,2.51e-06,0.144,0.488,121.995,1dfsPqH09vnzUWEOsN98Ex,189413
733,0.54,0.761,-5.356,0.0311,0.00446,2.5e-06,0.137,0.215,124.988,0h7QMc9ZRzA9QJrbEHytn2,282463
734,0.523,0.83,-2.089,0.167,0.00359,0.0,0.0806,0.812,173.931,0oeVHAgY8Q7Mdce5Quj2G4,166053
735,0.509,0.83,-4.446,0.0742,0.0138,0.00263,0.208,0.83,174.009,1lUNlmwyhsJy6kXmmrO11t,159640
736,0.534,0.861,-3.177,0.0361,0.0758,0.0,0.167,0.286,97.977,6RBziRcDeiho3iTPdtEeg9,300787
787,0.623,0.734,-5.95,0.107,0.0162,1.9e-06,0.145,0.372,107.853,76FZM38RC8XaAjJ77CVTNe,244453
788,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,5yDL13y5giogKs2fSNf7sj,197936
789,0.688,0.734,-4.569,0.0274,0.00462,0.0,0.0756,0.46,140.004,2hns6Dv29Yrg68AVTJiAyA,208493
790,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,0sohUveMfScimInIoVM4O4,192191
791,0.706,0.841,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,1TEjSXPdAakDotj2Wji3PU,220227
792,0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,198082
793,0.583,0.786,-3.142,0.0301,0.0208,0.0,0.188,0.573,123.055,4E6cwWJWZw2zWf7VFbH7wf,258827
794,0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009,0laYHRpNTS6i8FXdupHkJ4,188453
795,0.587,0.828,-5.105,0.149,0.00364,0.0,0.327,0.519,123.884,209NkbzmsUa9pAobU7xGyf,260253
796,0.644,0.735,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,1Qrg8KqiBpW07V7PNxwwwL,153947
797,0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,7EQGXaVSyEDsCWKmUcfpLk,211920
798,0.604,0.843,-3.932,0.1,0.036,6.22e-06,0.183,0.688,173.982,1I23ZdNcezc4N7QUc30rXx,144992
799,0.646,0.712,-5.355,0.0393,0.00835,0.0,0.113,0.565,74.989,186LWfepKDGtONkm4a1Ogc,214507
800,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960
801,0.65,0.736,-5.84,0.229,0.0513,0.0,0.235,0.612,159.174,44ONERBHALxftQNWq6dmyd,226160
802,0.768,0.714,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,4h4QlmocP3IuwYEj2j14p8,163026
803,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,6Euy9FOI8qtbekN57TQ861,217707
804,0.499,0.786,-4.802,0.099,0.0744,0.0,0.229,0.499,174.012,0B84P27yShVnMsodp7OmkY,210840
805,0.748,0.939,-4.288,0.0341,0.0534,0.0,0.32,0.96,104.001,1DSJNBNhGZCigg9ll5VeZv,198067
806,0.596,0.851,-4.245,0.121,0.0358,3.19e-05,0.365,0.612,202.049,2ACOWPLUe4A4KuQ5ioD2od,204013
807,0.538,0.742,-5.355,0.114,0.138,4.67e-05,0.0934,0.25,96.107,5Z2MiIZ5I3jJvvmeWMLbOQ,272373
808,0.749,0.774,-6.221,0.12,0.0857,1.14e-05,0.11,0.35,99.019,1vYh9x8UmFTLbXiizk9Qc5,217533
809,0.739,0.694,-5.217,0.0406,0.15,4.38e-05,0.125,0.446,94.99,3obnp1i01eTrrU816HOfxx,158120
810,0.332,0.667,-5.992,0.0456,0.0308,0.035,0.225,0.378,114.892,3OgZdIAHaDMOtYq8Z5iCQ5,220867
811,0.647,0.8,-5.384,0.165,0.0647,0.0,0.334,0.942,160.078,1CiVz2WkmZRwhU3A6J2Gjz,219200
812,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,0nrRP2bk19rLc0orkWPQk2,247427
813,0.401,0.723,-4.655,0.0386,0.153,0.00186,0.194,0.16,174.139,5oNuUTKQFKJGF5aLUchsFb,182234
814,0.762,0.7,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,2ekn2ttSfGqwhhate0LSR0,209320
815,0.775,0.613,-4.586,0.0542,0.109,2.33e-05,0.134,0.797,100.066,5cF0dROlMOK5uNZtivgu50,208787
816,0.866,0.813,-4.063,0.0554,0.38,0.0,0.0779,0.969,121.998,7JJmb5XwzOO8jgpou264Ml,199440
817,0.611,0.574,-7.345,0.0325,0.0402,1.85e-06,0.19,0.601,154.936,2qwCxaTQQQgkfAzztcq1HP,180978
818,0.609,0.726,-4.346,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,33IOhptvC2Qoy2UhjiHXLV,195000
819,0.585,0.776,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,5xEM5hIgJ1jjgcEBfpkt2F,244507
820,0.668,0.725,-6.127,0.266,0.0102,0.000479,0.0561,0.729,191.944,7xHWNBFm6ObGEQPaUxHuKO,210227
821,0.673,0.487,-7.011,0.239,0.279,0.0,0.144,0.192,160.216,1Agl3YCXpBcPspuXobCB2d,133989
822,0.452,0.563,-6.607,0.0272,0.144,0.0,0.143,0.209,137.71,14W7jlC1NI2k4zgT5dpd0F,267653
823,0.674,0.915,-3.999,0.0411,0.0282,0.00337,0.273,0.78,126.038,6M6Tk58pQvABy6ru66dY3d,191293
824,0.209,0.417,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178,7LVHVU3tWfcxj5aiPFEW4Q,295533
825,0.69,0.897,-4.696,0.0506,0.0142,0.0,0.108,0.849,140.05,0AfYeE3bfJRcq9J2hUJXmM,221493
826,0.523,0.748,-2.165,0.0395,0.226,0.0,0.27,0.329,84.954,365hbjh0wlAIGOfRW5hdZc,187776
827,0.81,0.793,-9.404,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,69kOkLUCkxIZYexIgSG8rq,369627
828,0.765,0.473,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992,5kqIPrATaCc2LqxVWzQGbk,237300
829,0.748,0.52,-11.082,0.317,0.0285,0.927,0.093,0.159,150.438,2IFSfu19kxWBLQB2CEHqyb,113671
830,0.578,0.926,-3.689,0.0548,0.00472,0.0127,0.14,0.877,149.976,2z4U9d5OAA4YLNXoCgioxo,220707
831,0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,0.535,65.043,6epn3r7S14KUqlReYr77hA,214240
832,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,70LrxJ5u19umvrXbC19g20,241688
833,0.607,0.615,-6.93,0.255,0.194,1.98e-06,0.358,0.635,199.927,103iTEPJwc4MththlvRakh,184900
834,0.714,0.905,-2.663,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,3VZQshi4COChhXaz7cLP02,155337
835,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,2aibwv5hGXSgw7Yru8IYTO,334667
836,0.692,0.715,-4.541,0.0411,0.0175,0.0,0.0894,0.65,147.86,2iNGlAHyuZW7J7yUXZtHUp,222565
837,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,0HPD5WQqrq7wPWR7P7Dw1i,199693
838,0.85,0.657,-7.078,0.166,0.14,0.0192,0.0939,0.843,137.971,3PqAnW2bB5TQnMoBivyFOb,265667
839,0.482,0.706,-5.762,0.0607,0.135,0.00106,0.105,0.144,92.513,4esOae7i4rqTbAu9o5Pxco,224920
840,0.784,0.83,-7.572,0.386,0.1,0.0,0.286,0.845,162.052,5Wyk3KPrRvwD2S1RCY4SNr,177778
841,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,4sWn0qyUzQhJSCfnEIvzfQ,222091
842,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,6FB3v4YcR57y4tXFcdxI1E,219720
843,0.516,0.595,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,5Ohxk2dO5COHF1krpoPigN,340707
844,0.684,0.377,-10.746,0.325,0.319,0.0,0.088,0.328,111.642,6VLv4EhaNR5SRfVEpleoWs,171467
845,0.551,0.836,-3.838,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,6Uy6K3KdmUdAfelUp0SeXn,220573
846,0.677,0.485,-5.795,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,7795WJLVKJoAyVoOtCWqXN,239317
847,0.753,0.908,-5.778,0.0982,0.169,0.0,0.65,0.777,124.032,7FJy1sJSge6xV0jOFxjiNI,167463
848,0.646,0.907,-3.725,0.18,0.0103,0.0,0.648,0.75,153.653,17pWZHeuGEDHvja9rE5ik0,213680
849,0.484,0.465,-9.209,0.167,0.0249,0.0,0.229,0.0642,132.895,0QOXUbu5PXFPEsle2RphS2,144431
850,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,32OlwWuMpZ6b0aN2RZOeMS,269667
852,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,76hfruVvmfQbw0eYn1nmeC,219147
853,0.443,0.371,-5.521,0.031,0.148,0.0,0.308,0.31,121.908,2XH5LvAwDukK7UMpglSfyo,169379
854,0.862,0.742,-4.722,0.222,0.00376,0.00855,0.103,0.511,127.91,7huo2wvrCgRucUsjdSDLQV,228907
855,0.947,0.582,-10.691,0.195,0.071,0.0,0.1,0.645,128.0,3WV9Vr9kEFLQ3NFkvjxFhd,135000
856,0.834,0.699,-3.222,0.178,0.111,0.0,0.131,0.809,94.086,0xmjwnQ3FNE6HuWCt2nHdZ,272533
857,0.7,0.709,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019,1gv4xPanImH17bKZ9rOveR,202960
858,0.722,0.382,-10.101,0.0507,0.292,0.0,0.071,0.367,120.109,2rzWNt0nwEpPbw7YJTxvIG,180000
859,0.846,0.482,-6.721,0.129,0.0246,0.0,0.393,0.212,100.969,7xYnUQigPoIDAMPVK79NEq,229867
860,0.718,0.69,-10.57,0.0557,0.0253,0.0,0.17,0.39,109.983,4PZHxcXObJLABSH4XAMqHv,109091
861,0.487,0.9,-4.417,0.0482,6.79e-05,0.0,0.358,0.484,149.937,00Mb3DuaIH1kjrwOku9CGU,204000
862,0.68,0.902,-6.523,0.221,0.28,0.0,0.177,0.776,152.073,4uNvqPMrfhwmYbCeEUv3qP,157982
863,0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,6QgjcU0zLnzq5OrUoSZ3OK,163253
864,0.762,0.692,-3.973,0.0438,0.113,0.0,0.094,0.397,114.906,7Hqig8kp32q2Ire3ECQvWM,208307
865,0.689,0.461,-10.873,0.226,0.0983,1.28e-05,0.111,0.26,142.014,2OwdUZPORY0EAdRBF9hSZD,101198
866,0.733,0.67,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964,0O6u0VJ46W86TxN9wgyqDj,192841
867,0.514,0.839,-5.243,0.278,0.0614,0.0,0.412,0.592,102.076,3r1yWwNnOG03lYh5xauYPu,152941
868,0.674,0.694,-7.076,0.109,0.313,7.17e-06,0.0752,0.203,101.993,3tJ4y2Zqx6gM9xOAuFfsSF,199179
869,0.663,0.857,-2.16,0.0544,0.0542,0.0,0.144,0.931,126.039,6Vh03bkEfXqekWp7Y1UBRb,200213
870,0.566,0.591,-8.699,0.105,0.0969,0.0,0.136,0.43,155.583,5TPEutiM5AcW8F2qLhtwdY,162308
871,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,0azC730Exh71aQlOt9Zj3y,222160
872,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,6i0V12jOa3mr6uu4WYhUBr,195920
873,0.64,0.859,-6.986,0.0467,0.00557,0.000174,0.186,0.105,124.013,7vZljGVTICUWEsgCjwZBWW,218710
874,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,6F5c58TMEs1byxUstkzVeM,223546
875,0.868,0.7,-6.408,0.1,0.0933,0.00685,0.0815,0.458,121.988,7b9WVKS9dt9OyRFAbGTP8P,194754
876,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,3MjUtNVVq3C8Fn0MP3zhXa,211067
877,0.578,0.626,-6.741,0.038,0.516,4.5e-05,0.125,0.281,83.061,7uE17E38KxpqvKcpml65GM,171168
878,0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437,5mMjkxGijQB4JZallYrkOW,193213
879,0.752,0.498,-7.194,0.329,0.165,1.18e-06,0.0902,0.39,159.977,65Gf1uF8aFtsIPQ8S9EvL9,134965
880,0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,263400
881,0.758,0.57,-8.924,0.222,0.154,0.0,0.096,0.492,87.536,3TddG7RVm8patFMbXRCxxM,153176
882,0.606,0.803,-5.12,0.0457,0.0696,0.0,0.157,0.525,92.966,4crR8rhNoWAa149MtZO2Ws,185352
883,0.742,0.659,-6.588,0.147,0.0224,0.0,0.223,0.352,129.991,2L3oCRgv9bhVIcALklgmnd,263107
