,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
2072,0.63,0.134,-14.064,0.053,0.902,5.56e-05,0.106,0.259,78.038,01zgbMOHQ3U4jHwcHYcPSE,172160
2073,0.62,0.447,-9.383,0.147,0.815,0.000216,0.111,0.612,86.647,29MwtMspIroR2wFYEJ7ps0,240467
2074,0.82,0.575,-9.144,0.0408,0.0936,0.000135,0.109,0.964,123.765,3Vby4nGmtbDo7HDJamOWkT,208947
2075,0.593,0.394,-8.946,0.029,0.355,0.0,0.121,0.543,94.909,7bMkcxifc4EjIQKw49EC7h,212153
2076,0.614,0.101,-22.159,0.0395,0.825,0.0217,0.707,0.155,75.902,2GiYPEgOA7hb7sqsEWX8df,174360
2077,0.594,0.283,-10.988,0.0319,0.862,6.64e-06,0.112,0.489,79.208,3q9YV0kullF1IIEUoKTadq,227264
2078,0.678,0.239,-10.065,0.046,0.878,1.8e-06,0.137,0.678,138.008,5fTtOzfehHz0uvBLNZR9AF,211541
2079,0.392,0.178,-12.016,0.0318,0.859,0.00453,0.117,0.178,123.137,6Bcsu35LlV2YyUSa1X7Cpf,272000
2080,0.473,0.317,-10.324,0.0318,0.944,0.0124,0.11,0.132,139.899,4C2aiAVTTVyZbCQZst5Xu1,241720
2081,0.619,0.488,-13.48,0.0802,0.0879,0.000164,0.109,0.389,75.026,0VGeNjoUzOiCFgcfHoCtri,184200
2082,0.485,0.876,-4.129,0.451,0.261,0.0,0.132,0.586,91.265,4qStEfMrIk0zOxGtrzRIwR,144000
2083,0.848,0.523,-9.503,0.275,0.0204,0.000113,0.0995,0.305,105.017,0KaPVYDdcP26z9XRINXpAg,147429
2084,0.791,0.447,-8.824,0.239,0.323,0.0,0.203,0.648,131.96,7gJX04ImUlDTOEHDp2me34,218695
2085,0.868,0.656,-6.654,0.201,0.349,0.0,0.131,0.634,103.051,66GVG6NnTEWdHTptUbyCvR,189346
2086,0.706,0.544,-12.511,0.154,0.639,0.000351,0.196,0.59,128.912,2C8aJ9kRPYpALZKi4riwFz,250045
2087,0.577,0.598,-7.039,0.328,0.0965,0.00128,0.327,0.156,147.786,4acHCU98iQW8CcsOpgZ3Nh,193761
2088,0.927,0.515,-10.248,0.318,0.289,0.0,0.0908,0.729,91.958,5GnhHiLUadc0fpQp0JN5fs,214265
2089,0.437,0.374,-13.298,0.428,0.402,0.0,0.146,0.24,75.009,3YOSZ9CnNBaknBgYccBor5,185327
2090,0.705,0.518,-10.122,0.0339,0.582,0.0936,0.0965,0.536,148.038,1jDRqa0pYY6y0oDl1dn6K1,171156
2091,0.813,0.414,-11.412,0.0463,0.157,0.0,0.111,0.0882,129.94,4QRmM4iqNrNX52eqUW8TUf,169087
2092,0.574,0.663,-9.693,0.126,0.0512,0.0148,0.0965,0.117,116.872,7lG9N6ZawHzHAj0CRo2km9,202035
2093,0.655,0.624,-7.448,0.456,0.249,6.42e-06,0.107,0.488,140.083,1sa59Q9urE82MD3ELi44HN,164595
2094,0.596,0.868,-5.203,0.0558,0.000534,0.0,0.103,0.413,82.022,6j4F18oa83snfenk46x48L,168587
2095,0.877,0.549,-10.199,0.227,0.113,0.000154,0.115,0.381,100.01,3Jd94fDI4bSfGPIvrU1szz,86912
2096,0.811,0.354,-13.385,0.818,0.417,0.0,0.116,0.881,179.946,3bQfHjzGMlUCFqrFLkqopJ,149333
2097,0.783,0.288,-13.213,0.907,0.105,0.0,0.0631,0.568,162.005,5hn9Q8YyN3QCKnh8it8ig8,195556
2098,0.812,0.519,-10.93,0.301,0.362,0.0,0.139,0.425,99.911,01VvrrMBhXAUActYti6El1,180000
2099,0.716,0.529,-12.006,0.187,0.111,0.0,0.12,0.229,140.046,2egEQssURqHyFwsmYFy4XC,151578
2100,0.546,0.498,-10.989,0.136,0.452,0.00658,0.15,0.202,181.74,4Xk4P0OSLwRox0o5vLaHaX,137355
2101,0.789,0.649,-7.409,0.0671,0.446,0.0,0.105,0.521,85.519,6R1seM7yXCxGjj0ZeUK1Gr,129474
2102,0.845,0.448,-13.233,0.117,0.216,0.000192,0.0965,0.553,139.969,1SofrA5WmoF4d3lmU87gvo,124829
2103,0.946,0.57,-7.502,0.356,0.125,0.0,0.0991,0.404,100.035,0nt3N1wLaVpbP1zxm4YEqX,139200
2104,0.948,0.693,-8.761,0.267,0.0935,1.92e-05,0.334,0.644,130.99,0uuRt1qatUKHjHudeCiBRq,117252
2105,0.922,0.808,-7.85,0.303,0.17,6.5e-05,0.221,0.753,133.046,2c6gMyU5Xnx5xbU3CCDCzh,116005
2106,0.808,0.43,-8.65,0.122,0.00935,0.0,0.154,0.438,87.965,5QX54PljOa4RGjKN1GT9nD,147337
2107,0.937,0.553,-8.377,0.335,0.0766,8.75e-06,0.0805,0.562,97.065,31rR6UyLHoOW6ChxvBA2dU,188428
2108,0.868,0.668,-4.828,0.342,0.0944,0.0,0.101,0.461,160.102,07SXqVZ9ufmzMfIcqMiX76,194320
2109,0.873,0.514,-11.18,0.136,0.184,0.0,0.139,0.662,90.004,2Lp2tvSMOxHmhixNzJSil5,134227
2110,0.83,0.769,-6.609,0.366,0.0446,0.0,0.323,0.579,159.027,6cXfPfM6EqFEts4Iw3Qghj,129893
2111,0.89,0.68,-6.8,0.191,0.153,0.0,0.0888,0.56,82.578,7rq9z5RIMT4WOR4alqbxtk,153012
2112,0.922,0.479,-11.742,0.17,0.61,0.00381,0.104,0.633,128.008,2eQX1H3FXR7y5OhmZ60YrW,113680
2113,0.929,0.576,-10.413,0.351,0.0692,0.0,0.0883,0.51,133.056,7bbQBM856cN8DG7FjuhPd1,147970
2114,0.649,0.326,-13.537,0.298,0.413,0.0096,0.0922,0.134,71.009,06Mfzb2KecNGKlKojn1mtq,135232
2115,0.79,0.259,-16.199,0.178,0.508,0.327,0.1,0.144,122.038,6GKsj97lzVv0HeT2jqBGMU,125904
2116,0.627,0.379,-8.541,0.494,0.158,0.0,0.127,0.465,184.099,2Nw3yDtHkrKXVG6SYIUUSc,159130
2117,0.809,0.649,-8.711,0.25,0.214,0.0183,0.243,0.643,125.039,3cWzy2XDyZP5OT5MygdxHt,100253
2118,0.723,0.605,-10.789,0.149,0.226,0.0,0.457,0.125,91.063,2uuXKTgNVT6KU6w5aTpW3A,192527
2119,0.463,0.618,-10.656,0.0422,0.501,0.695,0.129,0.265,80.087,43wKcsvnjCIx0p95Dpkt0n,133542
2120,0.929,0.55,-9.448,0.339,0.0799,0.0,0.216,0.413,131.971,6oeKOB46Cx1HGeqJJGdf1f,108923
2121,0.789,0.388,-15.65,0.319,0.41,0.0106,0.0951,0.281,82.524,5CgYZBxyMgOs7RCGUeG7wD,112940
2122,0.798,0.718,-8.582,0.18,0.0691,0.0126,0.103,0.256,150.018,16VfF1pYH0VeOxL0FDKDZE,168102
2123,0.816,0.696,-8.362,0.058,0.351,0.000131,0.0999,0.648,155.035,0jNR7y6nWhEf2gjy8pT8oG,117774
2124,0.76,0.244,-17.456,0.446,0.6,2.7e-06,0.0931,0.18,74.995,4ZtnHQh21G3EZIKRClnAOD,166558
2125,0.878,0.493,-9.403,0.334,0.0357,0.0,0.0976,0.627,136.901,3u7JaI8MrFWnbZ0e9lEqE4,143654
2126,0.689,0.663,-9.423,0.0467,0.106,5.69e-06,0.126,0.635,160.118,6obE8ZqHiQD9on1uGhtyWl,159765
2127,0.89,0.586,-7.628,0.325,0.00361,2.99e-05,0.117,0.543,78.537,64VjUScTkT1w8qf9Wqih6W,186642
2128,0.802,0.685,-6.55,0.13,0.249,0.0,0.0889,0.298,98.995,1WOHYpzoCZLXh43yglHJeI,184249
2129,0.965,0.308,-11.203,0.279,0.188,3.82e-06,0.0784,0.38,119.982,1YPzUwjUGoJ9m20R99crqJ,186122
2130,0.915,0.253,-16.561,0.492,0.172,0.00151,0.227,0.261,99.993,1ei3q4MiFTDc1iitHPV8lo,108000
2131,0.962,0.275,-16.027,0.398,0.0663,0.0,0.0865,0.494,127.966,4Flckjky241c78N0sbKyOK,82938
2132,0.921,0.691,-7.197,0.358,0.0927,0.0,0.112,0.604,140.037,3WXKTShLRebTIJANMLqVYI,155213
2133,0.906,0.503,-9.504,0.0959,0.307,1.18e-05,0.109,0.288,141.017,6T9pApV8VRk34Z85e4bChh,188936
2134,0.906,0.528,-7.668,0.108,0.0981,1.62e-06,0.118,0.682,120.055,2xunx0xnG90tEWDQ5OtS5q,147000
2135,0.616,0.548,-7.556,0.104,0.508,0.0,0.13,0.111,139.873,3BouYneOiIcnpuswhcfjwf,243029
2136,0.935,0.371,-11.875,0.609,0.208,1.37e-06,0.113,0.525,130.09,7EX2AhlHtoSlUb7PtZQJmE,154824
2137,0.781,0.674,-7.98,0.386,0.157,5.34e-05,0.104,0.603,129.407,0ibidPxADU53vOmgwdxbke,155708
2138,0.425,0.426,-14.228,0.489,0.551,0.0,0.143,0.491,70.767,3AjmnzdVpa6kvcqkA6KGP9,228041
2139,0.776,0.462,-11.048,0.0446,0.75,0.0,0.282,0.476,135.054,71q7gW5xpP67UNmOD7Brc8,116044
2140,0.916,0.536,-10.151,0.122,0.148,0.0252,0.186,0.401,120.064,6RWISvoKtWAwhTJ4aU20Hm,201067
2141,0.793,0.335,-16.168,0.168,0.262,0.0,0.107,0.258,100.037,2QfQTlVgibXhkh5pqrkyfj,182450
2142,0.827,0.76,-4.437,0.0723,0.0374,3.18e-06,0.107,0.63,165.938,7EmXPOmfYEdVFdBckaJIaV,176418
2143,0.761,0.57,-7.591,0.393,0.126,0.000799,0.282,0.412,83.964,1m0xLyPImP2slIzpSMDLDx,115000
2144,0.765,0.422,-12.102,0.316,0.457,3.85e-06,0.0967,0.407,159.976,0Pcv9iUz4JeLvNmagCNWvu,204480
2145,0.888,0.4,-10.594,0.83,0.423,0.0,0.0912,0.383,130.025,6YWJSoAZpp4WZseiMIo9rV,132923
2146,0.799,0.711,-5.998,0.309,0.028,0.0,0.158,0.571,129.906,3vQqFgN3bhO1Lim4yXzmi5,142154
2147,0.819,0.495,-11.324,0.089,0.0303,0.00163,0.168,0.265,129.97,4j3PzXEwTH128e4FUG0FN1,132923
2148,0.92,0.526,-7.584,0.438,0.381,0.000573,0.344,0.316,96.524,0hBKlvzkzVdhZUPrUfnW0O,179122
2149,0.865,0.605,-10.032,0.204,0.604,0.00516,0.129,0.529,150.116,2ivzeapNEa9TCeNNcIY13y,171458
2150,0.789,0.606,-10.275,0.442,0.311,2.31e-06,0.231,0.741,166.042,13LgYweL37FszDgqsUFrMh,160272
2151,0.867,0.539,-8.825,0.435,0.205,0.000493,0.0901,0.467,116.011,064jKnO3eyRpLsDjjBtG05,120000
2152,0.782,0.814,-6.106,0.36,0.132,0.000597,0.148,0.573,108.125,0XXFjHW8325q9sYnYoB38B,124829
2153,0.837,0.307,-14.062,0.385,0.572,5.21e-05,0.0906,0.806,144.993,0p9WApxzyUFq1qZFDrrSiV,208138
2154,0.765,0.499,-9.958,0.351,0.447,0.00143,0.116,0.523,145.213,2vR5YvwMVOrsOAbCO8eWra,147203
2155,0.914,0.609,-7.131,0.33,0.385,4.92e-06,0.105,0.929,146.057,6891j2m4003y2cQxFBneXG,118533
2156,0.872,0.431,-11.443,0.316,0.213,0.000935,0.109,0.0642,125.045,5rARzTrM1ff5SvIxPq5iSj,230452
2157,0.774,0.614,-6.799,0.168,0.107,0.000168,0.371,0.839,75.498,2rHdPjB7Xjh3MZXXPdGTbx,179267
2158,0.513,0.392,-10.709,0.343,0.492,0.0,0.103,0.305,89.199,4s75TWryEsmvwVTtnDjKjb,151583
2159,0.696,0.548,-8.179,0.227,0.0169,3.54e-05,0.111,0.565,170.027,0waR7dZdECByQg5XxWZA5W,170493
2160,0.765,0.397,-11.603,0.276,0.612,0.00143,0.104,0.138,99.949,3sFqd1tsrvuHE9ToJeif8L,172800
2161,0.894,0.685,-9.975,0.424,0.19,0.0,0.268,0.332,121.972,1NUbDvfZhIMcdrvMX293YA,130410
2162,0.749,0.615,-5.895,0.485,0.192,0.0,0.106,0.519,181.9,5JmO2HoKtMXrTE0IEFj4DP,242637
2164,0.937,0.562,-8.039,0.251,0.18,1.16e-06,0.105,0.408,128.044,6Ucx7bfm69jxBh0KBYXcp0,217500
2165,0.888,0.467,-8.888,0.285,0.139,0.219,0.0978,0.369,125.962,52sNXtf8a5IOQFZ2AyHmcI,110688
2166,0.822,0.262,-15.741,0.548,0.252,0.000287,0.077,0.544,84.924,0eSHOmvmlmuvsMHh6VdVhI,114337
2167,0.646,0.586,-6.679,0.244,0.187,0.0,0.158,0.644,87.682,1asV09O1Ssx4kIi5bYQAco,238485
2168,0.911,0.339,-14.329,0.47,0.105,1.63e-06,0.107,0.533,143.004,3vkB0j1GRwIbTHZ38CCMrn,143239
2169,0.875,0.414,-8.678,0.284,0.23,3.52e-05,0.242,0.483,139.061,1hjbByouXE2lcxMpYlpWXb,97256
2170,0.81,0.572,-6.49,0.0785,0.014,0.0,0.268,0.229,125.958,0dE5mhsIDyHWfKB19kqzcU,139560
2171,0.714,0.63,-10.736,0.477,0.2,0.0,0.0864,0.242,136.025,5vqptRSU2u73ckhP5OmSYp,141921
2172,0.801,0.839,-5.397,0.307,0.311,0.0,0.132,0.689,145.973,3fOa0Iq1GQ057PBj7gpCVS,161133
2173,0.704,0.607,-8.352,0.0694,0.0819,6.82e-05,0.104,0.216,178.025,3xqzeYY309zfB45AgNfTPg,100069
2174,0.854,0.702,-5.117,0.27,0.209,0.0,0.12,0.406,134.963,0ILw3FDTUFwseAo902wBFb,248987
2175,0.84,0.259,-15.976,0.317,0.491,0.000397,0.0838,0.647,146.974,4b267mrKMepy89b34Udrrk,171811
2176,0.788,0.725,-4.91,0.177,0.0875,5.58e-06,0.0137,0.826,96.005,1mrsNUOIsdCgT5SCGXCOaP,213001
2177,0.742,0.582,-6.034,0.235,0.401,0.0,0.139,0.164,89.096,2NiGMb0BpC2bPD64n4RDNg,173061
2178,0.953,0.373,-13.892,0.441,0.0945,0.0,0.0488,0.681,125.001,2MqqvYiU9OofX5y15BpRZt,119040
2179,0.849,0.515,-9.237,0.145,0.159,0.000565,0.0856,0.529,123.03,3Bx6mOeuVQy7tyzgBC4pDG,143000
2180,0.81,0.285,-13.362,0.653,0.701,0.0,0.0882,0.152,132.96,1VokM59CgXzW4iKWI9X81S,120000
2181,0.883,0.418,-12.794,0.341,0.587,1.42e-06,0.0984,0.394,129.019,6e6OJRXFUYEBUWXBXYLJto,104186
2182,0.849,0.385,-9.676,0.0406,0.654,0.000155,0.112,0.542,119.946,7bQ4nLQN4GqXvZaC9w7dGp,233385
2183,0.947,0.46,-10.683,0.45,0.221,0.0,0.136,0.537,129.968,2JwbZGB3OZD6iath3HV5ZZ,136489
2184,0.963,0.461,-6.711,0.189,0.0188,1.87e-05,0.0784,0.777,110.002,3i1dUxdiWD4iBxRCKZZlN3,135771
2185,0.875,0.556,-6.608,0.433,0.307,0.0,0.0902,0.571,140.078,2LwespTz8hoVyy9pATXyxD,125987
2186,0.912,0.339,-13.308,0.56,0.319,0.0,0.105,0.651,131.983,3Ar7Y2zBdAUWGSzT5bngjK,167552
2187,0.724,0.653,-7.197,0.217,0.00536,0.00291,0.327,0.719,185.939,2NTqgt1yzFrgy95rwlWnTS,104000
2188,0.97,0.571,-8.551,0.476,0.0163,8.93e-05,0.0955,0.211,119.017,4Y78mpPbm1xaDtEON6ZbIA,145573
2189,0.735,0.411,-13.73,0.234,0.0945,4.28e-06,0.105,0.197,115.996,7x9muTyzOCEiqZlipaoVTv,211636
2190,0.564,0.458,-8.677,0.344,0.114,0.00461,0.0993,0.538,71.306,3ucX1m0UzxjiL2wAKR4Z8a,166864
2191,0.788,0.618,-10.257,0.0586,0.0294,0.106,0.185,0.147,145.003,5epJ6gRp1T8yCqfuDBoEja,155591
2192,0.863,0.74,-5.879,0.151,0.0289,0.0272,0.0932,0.54,129.966,5OqIKA0ETzvxocl2IS7nV6,174021
2193,0.716,0.55,-10.009,0.0791,0.371,0.0,0.113,0.442,160.939,2NVU3LGhKCTj41YFffVaPj,131196
2194,0.889,0.599,-8.544,0.157,0.151,1.03e-05,0.211,0.378,120.059,2A9xqgAe6QnhrVbYgE5Ftx,138885
2195,0.863,0.739,-5.879,0.153,0.0289,0.0256,0.0931,0.547,129.964,79lc69ZXfL4WmJIzVSDmWT,174021
2196,0.824,0.501,-8.81,0.492,0.0969,0.0,0.169,0.374,100.048,3t3BXRScHkBh2GSziLPktD,129974
2197,0.842,0.329,-14.059,0.236,0.284,0.437,0.112,0.588,139.909,74Vch32vpOK1ozjWZSMzDb,130403
2198,0.758,0.485,-9.483,0.408,0.236,8.32e-06,0.104,0.644,104.681,4LbkYJbFIvk3uyr4OVHf9c,130292
2199,0.908,0.63,-9.421,0.591,0.119,1.06e-05,0.109,0.728,139.981,7tLX7QREwBrxHdV6gEcZYs,123750
2200,0.869,0.512,-9.018,0.786,0.0496,0.0,0.0571,0.289,159.926,6ahBbAJG2coAlCYv5GgWbV,170000
2201,0.688,0.512,-10.233,0.491,0.429,0.0,0.115,0.524,88.673,2dRCaRFv9Lu9BcNhPxnSRG,176133
2202,0.792,0.575,-10.849,0.373,0.00533,0.0,0.575,0.733,105.184,5PXqZBPI4NTp5qOxppBsIt,122286
2203,0.878,0.405,-12.78,0.583,0.274,0.0,0.104,0.442,117.043,5YBMR44aF6PWP4ca1DlsOt,132564
2204,0.905,0.5,-11.462,0.214,0.0515,8.23e-05,0.107,0.343,146.971,63VSlAMiTWTbT89AXEdjah,152707
2205,0.741,0.596,-7.688,0.428,0.0413,1.27e-06,0.191,0.654,80.827,35krqNmRfVmRFoIi5nGevG,131852
2206,0.912,0.592,-8.658,0.368,0.0279,1.03e-05,0.0969,0.213,136.049,2qBl6nPXhJMTN7A5R9KvqM,134586
2207,0.283,0.326,-10.916,0.0391,0.852,4.06e-05,0.109,0.507,81.067,01DxwRzVqoAMEhPTsiBRzm,175897
2208,0.825,0.691,-5.449,0.292,0.331,5.46e-06,0.103,0.696,140.057,3WUFJHULSXnLZdzRam2Eqq,192500
2209,0.695,0.654,-5.614,0.107,0.315,0.0,0.0619,0.659,86.62,11nCZnfaUl7BDwBCoezUTf,177626
2210,0.806,0.756,-7.33,0.0881,0.0824,0.0,0.209,0.54,125.927,0jTWSs2OyxzYIk1sF7sUsO,157067
2211,0.683,0.423,-12.625,0.333,0.127,0.0,0.107,0.703,97.141,5KZ5thdA04hdkJm1CZwSxY,172066
2212,0.621,0.719,-6.766,0.12,0.259,0.0,0.216,0.676,74.987,2olgGbq4JwEO7cXlTJChni,195200
2213,0.96,0.377,-14.31,0.294,0.32,0.357,0.113,0.256,121.035,0IXqibbDmTvfqDWexTid5p,144966
2214,0.804,0.651,-8.542,0.156,0.00563,0.0,0.0947,0.102,166.012,2Hj49zZEIPLioloHbEWqvI,174726
2215,0.814,0.442,-12.852,0.422,0.155,0.0,0.1,0.296,130.025,5MI6NwQ3StIcnsEvmfBCoT,238163
2216,0.823,0.462,-12.107,0.377,0.265,1.41e-06,0.144,0.446,138.051,3L39OdJrfnGfy3XSZA10Yd,97477
2217,0.855,0.666,-8.662,0.0827,0.236,0.00234,0.105,0.736,143.988,2LVKFFKV8KfMktszoT5H74,144325
2218,0.803,0.649,-6.599,0.132,0.163,2.72e-05,0.152,0.584,125.038,2J0adlQth373uw9y0yqWAz,119040
2219,0.939,0.516,-8.735,0.421,0.0433,0.00011,0.35,0.566,129.912,0Zkb7CdhqxffbwtKKltBUB,138461
2220,0.595,0.47,-9.81,0.269,0.227,0.0,0.311,0.271,60.565,1W5HTqITzJAy08ulf51jyz,186646
2221,0.872,0.614,-7.704,0.313,0.175,0.000925,0.127,0.759,118.987,0eByK8fRASqhxrKBfoY1Pi,149400
2222,0.903,0.645,-7.949,0.201,0.214,0.000224,0.0707,0.503,102.985,7cwGDayC6ChLtSGLnL8q40,139806
2223,0.805,0.175,-23.381,0.476,0.183,0.0,0.0928,0.333,124.837,30aoVU8kpBiKUubC3ywSkU,157439
2224,0.823,0.474,-9.095,0.241,0.41,0.000895,0.137,0.733,87.003,76A9ZMHJmwGP1IsxyxQNAQ,180573
2225,0.593,0.43,-10.332,0.3,0.213,0.0,0.132,0.583,172.877,3fJgq3fixxXkg2Vb409OHJ,178500
2226,0.686,0.777,-9.518,0.114,0.00249,0.00205,0.117,0.431,159.951,3tCI6AHrsPEfCkgYcuvWL3,108069
2227,0.802,0.632,-8.9,0.319,0.585,7.17e-05,0.096,0.637,126.947,2R8JzkKH0EP3S65mVrO97d,161493
2228,0.71,0.634,-9.226,0.0707,0.125,1.09e-06,0.122,0.721,133.968,1AAfMyWbNTB5dAP25NpjcX,146866
2229,0.763,0.351,-9.728,0.373,0.0633,0.0,0.102,0.0512,140.054,1wckwrgquOwBRwVd0opSum,138128
2230,0.877,0.409,-8.943,0.0799,0.206,0.0,0.1,0.714,122.969,2GHjwBq68LCwjVbtryr5Eh,122378
2231,0.812,0.66,-6.093,0.171,0.309,0.00262,0.172,0.482,139.992,1S4Ehm8b7O4n9lIy3uAMS1,152771
2232,0.577,0.651,-7.599,0.403,0.323,0.0,0.0935,0.488,83.748,2RPpPcyHKJtRQOZSY6nJU0,105192
2233,0.896,0.433,-8.658,0.0448,0.0387,0.000374,0.0635,0.559,129.966,29EbbQNDMvNH6Y3u51nmVK,152817
2234,0.785,0.511,-9.793,0.37,0.549,0.0,0.111,0.445,139.053,0wzlhdZdrlBOqWvOhsl7aA,117410
2235,0.918,0.805,-6.268,0.155,0.422,0.00054,0.103,0.528,120.008,4v4ZuW2tjSyyci2BcE5bTp,153147
2236,0.696,0.688,-8.569,0.135,0.0397,0.0,0.116,0.394,82.542,0BOtM9OQQwGpTntR7ERPyn,128000
2237,0.659,0.798,-3.12,0.177,0.0432,7.33e-05,0.112,0.568,177.915,44IkrAeQhRxZpuyshIeVEW,230000
2238,0.726,0.45,-13.217,0.0466,0.333,1.98e-05,0.127,0.297,139.999,0Q5kQdE2F2M3icvyQkzHxx,125143
2239,0.9,0.555,-12.171,0.322,0.331,0.0377,0.116,0.321,125.08,0hPzyES82xnh6GhOa2hbiw,170880
2240,0.595,0.707,-6.937,0.0461,0.527,0.0084,0.0952,0.203,168.026,1PNEBiSB7hkaXwG3T7ytIu,115714
2241,0.886,0.383,-11.133,0.322,0.257,0.215,0.127,0.265,93.966,6hsXPDexkQ5PjIe9R7inUK,122553
2242,0.895,0.403,-8.836,0.121,0.109,0.0029,0.106,0.492,140.039,4VdvNIBPYTLaAYhQWweIeY,149563
2243,0.542,0.717,-4.241,0.405,0.372,0.0,0.131,0.483,159.91,6HGleB7bjIUe6TtPK6JlIi,192255
2244,0.557,0.809,-5.46,0.415,0.416,0.0,0.118,0.222,124.597,4IQ5R8il8x8aUwQSYo1UtC,236813
2245,0.914,0.528,-11.183,0.306,0.111,0.000167,0.114,0.631,143.991,2mBQJhub7CudOp93E4pbcc,120000
2246,0.8,0.471,-12.173,0.0985,0.0653,0.00111,0.341,0.495,83.021,2gldQnM34PB26OtHcfLZ7J,143163
2247,0.86,0.36,-11.554,0.381,0.0859,2.81e-05,0.102,0.223,97.993,1ddEngbi8riN8KETBf9hnU,118533
2248,0.963,0.541,-8.401,0.303,0.272,0.0,0.0472,0.478,127.085,1rD45rfRkrdXhBEX0QqeoP,126000
2249,0.749,0.501,-10.942,0.241,0.0438,0.577,0.122,0.339,146.486,0SFgILTtkQ5TEvtQyAywx7,145802
2250,0.729,0.554,-9.224,0.405,0.636,0.000125,0.123,0.478,97.915,46N8pNkWC2CfENj14gJG1z,143418
2251,0.917,0.515,-10.562,0.383,0.0377,0.0,0.1,0.546,99.998,5XKhCJX4pMyYVRgRO7jjvl,158400
2252,0.866,0.349,-13.654,0.672,0.177,5.36e-05,0.141,0.328,137.14,034gLj8RFUiUN9M0XLjt1w,142642
2253,0.711,0.609,-8.368,0.0677,0.233,0.0,0.139,0.3,155.084,5Y1IVNzWyBOfrCmyyeRGzx,182678
2254,0.789,0.555,-8.404,0.311,0.21,0.0,0.1,0.434,86.974,1lI4529TGi3QPGDUlw7Mbr,126005
2255,0.681,0.61,-7.662,0.035,0.0287,0.545,0.205,0.148,149.983,2xqQwjhVLAprjTgnKpE7Wk,192000
2256,0.693,0.664,-6.5,0.268,0.343,0.0,0.114,0.117,126.636,2SJRozkw9aavO118TEJOSa,187160
2257,0.788,0.766,-7.014,0.388,0.491,0.0968,0.111,0.595,158.064,0A5zKi3QSpzTxAVflTH3PG,209648
2258,0.833,0.451,-12.32,0.432,0.32,0.000548,0.11,0.561,143.008,49pd8PDz6tt0556rqiGTKw,142467
2259,0.776,0.407,-8.599,0.157,0.279,0.0,0.0924,0.873,150.003,6cCVoMiCUys5SwHV1sGze7,192001
2260,0.813,0.622,-10.341,0.0749,0.126,1.28e-05,0.122,0.554,143.038,6B8ju7IwtAvFO77mn4QOxs,156139
2261,0.744,0.69,-7.128,0.0602,0.0127,0.0147,0.316,0.401,95.043,5huZ31McP64waaPKoq6PIN,134757
2262,0.934,0.22,-14.687,0.431,0.119,0.0458,0.145,0.136,138.022,1ERRQG9EZ8n7V5UBYZQTId,142663
2263,0.794,0.545,-7.154,0.106,0.344,0.0,0.149,0.329,95.022,2e9SUhfqprCWCWNXcZNjxP,196908
2264,0.698,0.629,-8.621,0.084,0.215,0.000105,0.494,0.281,122.933,1Ai5OxOGvqBNS3tmSxS27d,187317
2265,0.973,0.529,-9.506,0.258,0.0215,0.0,0.107,0.326,117.027,4V5W0pKn9oNOT2ggUwLIUd,165144
2266,0.821,0.303,-13.159,0.462,0.41,2.05e-06,0.104,0.481,140.009,73iq7meDxfTrWcdwpmQRJ2,125127
2267,0.704,0.713,-8.642,0.113,0.497,0.0,0.104,0.53,152.06,5apa5VYWASvf83cMxUEFZY,170500
2268,0.901,0.548,-10.092,0.369,0.0927,0.0,0.11,0.501,100.004,2a4wz7uLTxMbGuNncCAMOu,115200
2269,0.885,0.618,-8.45,0.0762,0.304,0.000638,0.172,0.325,114.979,3U5sxsSH468by55IwcTnLA,176917
2270,0.92,0.719,-7.159,0.204,0.167,0.0304,0.147,0.577,134.995,2P2jV2SZpiOdIpgtoJ9SPG,194763
2271,0.94,0.37,-9.165,0.46,0.0141,0.00239,0.126,0.202,106.964,6CzJJ033gm0drUZ0Qb3Zph,117500
2272,0.922,0.781,-7.081,0.238,0.00181,0.0,0.193,0.574,139.988,4aU60IWnRffZSdK8yVfwoj,239000
2273,0.899,0.632,-8.607,0.421,0.0474,0.0,0.0754,0.658,99.96,4ZuRVY9ged5q3i7BizMkHq,201600
2274,0.762,0.658,-6.885,0.496,0.119,0.0,0.109,0.309,58.715,08OzHOMTmLIx3pD6zL0Zl3,136500
2275,0.669,0.452,-12.112,0.231,0.42,0.291,0.0999,0.106,165.035,0fmbjLzenF8z20WN0QPSXl,208000
2276,0.687,0.443,-8.933,0.175,0.166,5.78e-06,0.0957,0.176,162.961,2S44EZEQ589I1IzaL0CJXX,141350
2277,0.825,0.546,-8.595,0.0571,0.327,0.0,0.099,0.133,129.966,1ErKU4F8kDCawUp2IC5YDW,161868
2278,0.866,0.728,-4.978,0.108,0.176,0.0,0.31,0.68,94.95,2QUqCGCSjHz48quszHgpch,156638
2279,0.758,0.467,-11.121,0.186,0.0386,0.000684,0.0741,0.241,96.017,3yzTgtVXoqzmLUZzG8ToVz,150013
2280,0.803,0.627,-6.417,0.357,0.196,0.00109,0.11,0.691,162.047,7hlbtfGnFepGaFmi9FJ0a1,177782
2281,0.649,0.733,-8.462,0.3,0.0679,0.0,0.122,0.498,150.874,6KvkoXlaQSMIO9AgusoHUp,178013
